"language","license","rightsHolder","datasetID","institutionCode","accesRights","datasetName","taxonID","scientificName","kingdom","phylum","class","genus","specificEpithet","infraspecificEpithet","taxonRank"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:0c2892a2158ec7b5f79341a292c11cb5","Coleotechnites piceaella","Animalia","Arthropoda","Insecta","Coleotechnites","piceaella",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e3cf5f2d95052c5ee878dc9f362b937c","Colias palaeno","Animalia","Arthropoda","Insecta","Colias","palaeno",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:997f2132591c56ef8c6c9d1f862f82af","Colobopyga kewensis","Animalia","Arthropoda","Insecta","Colobopyga","kewensis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5be6dc41748c1a9eb673063d610330b0","Comperia merceti","Animalia","Arthropoda","Insecta","Comperia","merceti",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:01da6c2065311a34fba40307f245bbb0","Comperiella bifasciata","Animalia","Arthropoda","Insecta","Comperiella","bifasciata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c5bac7e8b62f4a08facea00a3b476552","Comstockiella sabalis","Animalia","Arthropoda","Insecta","Comstockiella","sabalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a17fb73c1461b8da89c3bb36c03aada8","Conchoderma auritum","Animalia","Arthropoda","Maxillopoda","Conchoderma","auritum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:86400adb6f45b72a36f2f60c3485c1e6","Conostethus venustus","Animalia","Arthropoda","Insecta","Conostethus","venustus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:dbc40e951bd5545da8c966f277e18fb0","Contarinia pisi","Animalia","Arthropoda","Insecta","Contarinia","pisi",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a932c6879ad5cd8a53e44565d3e92017","Contarinia pyrivora","Animalia","Arthropoda","Insecta","Contarinia","pyrivora",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:00871fb3bf9c821107a8d924ea590834","Contarinia quinquenotata","Animalia","Arthropoda","Insecta","Contarinia","quinquenotata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5d8c2481a0fd83acf2a587460ef4f93b","Copidosoma floridanum","Animalia","Arthropoda","Insecta","Copidosoma","floridanum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:2bb9b6f3eff87e3dfefe1ad20874a181","Copidothrips octarticulatus","Animalia","Arthropoda","Insecta","Copidothrips","octarticulatus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:2c42987366ad0466f9d3c0817a5b14ce","Corcyra cephalonica","Animalia","Arthropoda","Insecta","Corcyra","cephalonica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:4049eb2f36977e5b5355b2d614862eed","Cordioniscus stebbingi","Animalia","Arthropoda","Malacostraca","Cordioniscus","stebbingi",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b505e5c2459cbce485bbc6c34f1f5b20","Corophium acherusicum","Animalia","Arthropoda","Malacostraca","Corophium","acherusicum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b80941c41f9fc58e3843b06864f4164b","Corophium multisetosum","Animalia","Arthropoda","Malacostraca","Corophium","multisetosum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3b810b22e1ddcccd37cccccc91b6eb07","Corophium sextonae","Animalia","Arthropoda","Malacostraca","Corophium","sextonae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:72754bfbbfa8db3ed08a3b48e20975d4","Corticaria abietorum","Animalia","Arthropoda","Insecta","Corticaria","abietorum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:9ae797f464309d0158ddc9111a89418f","Corticeus linearis","Animalia","Arthropoda","Insecta","Corticeus","linearis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:172973ec0b4ddfa42086a40851237127","Corticeus pini","Animalia","Arthropoda","Insecta","Corticeus","pini",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:6349f6596af28391863c1bc1df3620a3","Corythucha arcuata","Animalia","Arthropoda","Insecta","Corythucha","arcuata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:acf0d0a2166d24b84bddbc3f1e1b89be","Corythucha ciliata","Animalia","Arthropoda","Insecta","Corythucha","ciliata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3b54621b5ff5befc4766af97170aa081","Cosmopterix pulchrimella","Animalia","Arthropoda","Insecta","Cosmopterix","pulchrimella",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:47aa5649edb665f41c7fae6707f61706","Cotesia marginiventris","Animalia","Arthropoda","Insecta","Cotesia","marginiventris",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d80603985e94e5c25848eb16ef9681d7","Crambus leucoschalis","Animalia","Arthropoda","Insecta","Crambus","leucoschalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:1aa4fc7cf239f822f7737218dc1de49a","Crangonyx pseudogracilis","Animalia","Arthropoda","Malacostraca","Crangonyx","pseudogracilis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:790c17537f4b53c37be55f65901e0fed","Crangonyx subterraneus","Animalia","Arthropoda","Malacostraca","Crangonyx","subterraneus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:6d0fc7c99c98f25c6305ff2a5951371d","Crematogaster scutellaris","Animalia","Arthropoda","Insecta","Crematogaster","scutellaris",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3bc91eba694398816ca787bcca424d18","Crenidorsum aroidephagus","Animalia","Arthropoda","Insecta","Crenidorsum","aroidephagus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:486ba5505f1d58b06b7fce080f293da6","Crioceris asparagi","Animalia","Arthropoda","Insecta","Crioceris","asparagi",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:174393be2b839109c86047167842e9a5","Critomolgus actiniae","Animalia","Arthropoda","Maxillopoda","Critomolgus","actiniae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:4845e6e193c3ea68e870634a2a2d764a","Crocidosema plebejana","Animalia","Arthropoda","Insecta","Crocidosema","plebejana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:12258747e334c4c23c9d21339ef42021","Crossopriza lyoni","Animalia","Arthropoda","Arachnida","Crossopriza","lyoni",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:29a9977ad5e26894d01acafc9c0553c6","Cryphalus abietis","Animalia","Arthropoda","Insecta","Cryphalus","abietis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:436e102a376bdbdbf2b07b8f78108ef7","Cryphalus asperatus","Animalia","Arthropoda","Insecta","Cryphalus","asperatus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a510ee203c49b8a6d553a575f40e6c9e","Cryphalus piceae","Animalia","Arthropoda","Insecta","Cryphalus","piceae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:390af9a9a037fe1ba7084c0e3863b8cd","Cryphia algae","Animalia","Arthropoda","Insecta","Cryphia","algae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7cec6568dc063abc4b1d36e8e92675be","Cryptamorpha desjardinsi","Animalia","Arthropoda","Insecta","Cryptamorpha","desjardinsi",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:df22ec70b0ec33c495f1ea98ef70c10c","Cryptoblabes gnidiella","Animalia","Arthropoda","Insecta","Cryptoblabes","gnidiella",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:9b7632fe6ac214e0f8814ad6589563ff","Cryptococcus fagisuga","Animalia","Arthropoda","Insecta","Cryptococcus","fagisuga",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:6edcb48ac67a79933b56e3a4a11e3a5e","Cryptolaemus montrouzieri","Animalia","Arthropoda","Insecta","Cryptolaemus","montrouzieri",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:173b93468135e2d08d8c39ecb752c4ac","Cryptolestes capensis","Animalia","Arthropoda","Insecta","Cryptolestes","capensis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:cf9186e126d0be9246c6c0a3589693b9","Cryptolestes pusillus","Animalia","Arthropoda","Insecta","Cryptolestes","pusillus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7d4d32752e701b424bf7a0105f41a37d","Cryptolestes turcicus","Animalia","Arthropoda","Insecta","Cryptolestes","turcicus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:be74b97e29ea70b10a63b57a830cd5b6","Cryptophilus obliteratus","Animalia","Arthropoda","Insecta","Cryptophilus","obliteratus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:607f97e354a2dca48c2f91aeb2c9505d","Cryptopleurum subtile","Animalia","Arthropoda","Insecta","Cryptopleurum","subtile",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:27587af21891c22bec9cad39656d9340","Cryptops anomalans","Animalia","Arthropoda","Diplopoda","Cryptops","anomalans",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:01fa01c9666f81592df3e36f0bd40df7","Cryptops doriae","Animalia","Arthropoda","Diplopoda","Cryptops","doriae",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3f6f7986e6e4350fd847a45112db20e6","Cryptopygus thermophilus","Animalia","Arthropoda","Collembola","Cryptopygus","thermophilus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f9e58854a4a78b7e503f65d61d996ac8","Cryptotermes brevis","Animalia","Arthropoda","Insecta","Cryptotermes","brevis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f94b51da893975d442a12923f8853673","Crypturaphis grassii","Animalia","Arthropoda","Insecta","Crypturaphis","grassii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:318e35e195afb27f1c19c4f8b06e98a9","Crypturgus cinereus","Animalia","Arthropoda","Insecta","Crypturgus","cinereus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7ebbc6d36b078840739379aacd2c1179","Crypturgus subcribrosus","Animalia","Arthropoda","Insecta","Crypturgus","subcribrosus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:eb32f748c3d1fb94a91776265b4012d9","Ctenarytaina eucalypti","Animalia","Arthropoda","Insecta","Ctenarytaina","eucalypti",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:643e025a565676dc913df5673c3dbcfe","Ctenarytaina peregrina","Animalia","Arthropoda","Insecta","Ctenarytaina","peregrina",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:cb2a90ff4bfbb77ee50012bf89627f5a","Ctenarytaina spatulata","Animalia","Arthropoda","Insecta","Ctenarytaina","spatulata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:28da6bd5fc9b307ba2d8d42cb29768bc","Cteniscus dorsalis","Animalia","Arthropoda","Insecta","Cteniscus","dorsalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:ffca3eaefeaa9d05987da0cd58b3f4bc","Ctenolepisma longicaudatum","Animalia","Arthropoda","Insecta","Ctenolepisma","longicaudatum",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:c22049d6a676481eec7445ac02ea2fe2","Cupiennus getazi","Animalia","Arthropoda","Arachnida","Cupiennus","getazi",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:31e138c6b73119a4c8fdac68d3ed808f","Cycloneda sanguinea","Animalia","Arthropoda","Insecta","Cycloneda","sanguinea",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3a83f8f937b170e589e53575541eca9f","Cyclorhipidion bodoanus","Animalia","Arthropoda","Insecta","Cyclorhipidion","bodoanus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:503dd97e04b1ac7ad9c7685e4bbdb090","Cyclorhipidion","Animalia","Arthropoda","Insecta","Cyclorhipidion",,,"genus"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:03511a5096cff4fb5ce994c171fd0e89","Cydalima perspectalis","Animalia","Arthropoda","Insecta","Cydalima","perspectalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5c6032c47c85296abbc116e2f79268e1","Cydia conicolana","Animalia","Arthropoda","Insecta","Cydia","conicolana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f9029e3c41e5f030a2ffc324a83b28d4","Cydia grunertiana","Animalia","Arthropoda","Insecta","Cydia","grunertiana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e30c9b6e53bf8a8e11b95620b3be2796","Cydia illutana","Animalia","Arthropoda","Insecta","Cydia","illutana",,"species"
