"taxonID","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","source"
"rinse-registry-checklist:taxon:746a23902578f47f836e420b516d8828","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74720347009813bc68847c7f1e7ce58f","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74720347009813bc68847c7f1e7ce58f","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74720347009813bc68847c7f1e7ce58f","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74720347009813bc68847c7f1e7ce58f","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74838c61fe283e48d5bfbab7c5eca7af","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74838c61fe283e48d5bfbab7c5eca7af","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:74838c61fe283e48d5bfbab7c5eca7af","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74838c61fe283e48d5bfbab7c5eca7af","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:748bfeb0ee3828a896432a565660d245","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:748bfeb0ee3828a896432a565660d245","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:748bfeb0ee3828a896432a565660d245","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:748bfeb0ee3828a896432a565660d245","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:7496653ed09fce551341a69a96d6cf99","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:7496653ed09fce551341a69a96d6cf99","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:7496653ed09fce551341a69a96d6cf99","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:7496653ed09fce551341a69a96d6cf99","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:749b8c0ce11ac089a0b0cf125c77cc9c","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:749b8c0ce11ac089a0b0cf125c77cc9c","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:749b8c0ce11ac089a0b0cf125c77cc9c","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:749b8c0ce11ac089a0b0cf125c77cc9c","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:74a3ed960f8e6d8012a5ae9e0232ee9b","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:74a3ed960f8e6d8012a5ae9e0232ee9b","ISO_3166-2:FR","France","FR","present","doubtful",
"rinse-registry-checklist:taxon:74a3ed960f8e6d8012a5ae9e0232ee9b","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74a3ed960f8e6d8012a5ae9e0232ee9b","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:74b906cbe809f407e81fa18dddafe059","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74b906cbe809f407e81fa18dddafe059","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:74b906cbe809f407e81fa18dddafe059","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:74b906cbe809f407e81fa18dddafe059","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:74b9b6b155c1bce295e8bd610e8bcb0e","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74b9b6b155c1bce295e8bd610e8bcb0e","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:74b9b6b155c1bce295e8bd610e8bcb0e","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74b9b6b155c1bce295e8bd610e8bcb0e","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:74d20835ced676c1418d3bf96b1fb5e6","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74d20835ced676c1418d3bf96b1fb5e6","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74d20835ced676c1418d3bf96b1fb5e6","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74d20835ced676c1418d3bf96b1fb5e6","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:74d9afa2da41140a92922d1aa5b93c7a","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74d9afa2da41140a92922d1aa5b93c7a","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:74d9afa2da41140a92922d1aa5b93c7a","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:74d9afa2da41140a92922d1aa5b93c7a","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:74e7c3e4d7706991e592c0f47375fcf5","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:74e7c3e4d7706991e592c0f47375fcf5","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:74e7c3e4d7706991e592c0f47375fcf5","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74e7c3e4d7706991e592c0f47375fcf5","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:74e9798b5d00371c0e131dd009e91f86","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74e9798b5d00371c0e131dd009e91f86","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:74e9798b5d00371c0e131dd009e91f86","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:74e9798b5d00371c0e131dd009e91f86","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:74f5664d6a6e240a75b2922799c49159","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74f5664d6a6e240a75b2922799c49159","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:74f5664d6a6e240a75b2922799c49159","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74f5664d6a6e240a75b2922799c49159","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:74f9296c3fbce71374a449db650cb11d","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:74f9296c3fbce71374a449db650cb11d","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:74f9296c3fbce71374a449db650cb11d","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:74f9296c3fbce71374a449db650cb11d","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:74fd3886ca48d9966f2006fdbcd12b74","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:74fd3886ca48d9966f2006fdbcd12b74","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:74fd3886ca48d9966f2006fdbcd12b74","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:74fd3886ca48d9966f2006fdbcd12b74","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:7506cd8871d6cf3502fcf94fbbad22f8","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:7506cd8871d6cf3502fcf94fbbad22f8","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:7506cd8871d6cf3502fcf94fbbad22f8","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:7506cd8871d6cf3502fcf94fbbad22f8","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:7508aba1d7a4a88e0b415304cb5610c0","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7508aba1d7a4a88e0b415304cb5610c0","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7508aba1d7a4a88e0b415304cb5610c0","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7508aba1d7a4a88e0b415304cb5610c0","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:752c689048669038a9121db7fd8b2a85","WGSRPD:GRB","Great Britain","GB","present","doubtful",
"rinse-registry-checklist:taxon:752c689048669038a9121db7fd8b2a85","ISO_3166-2:FR","France","FR","present","native",
"rinse-registry-checklist:taxon:752c689048669038a9121db7fd8b2a85","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:752c689048669038a9121db7fd8b2a85","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:754a1055ba6d656d105659b096dba87d","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:754a1055ba6d656d105659b096dba87d","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:754a1055ba6d656d105659b096dba87d","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:754a1055ba6d656d105659b096dba87d","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:754c59f5ae7ad224e74ebe98b2ec87b4","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:754c59f5ae7ad224e74ebe98b2ec87b4","ISO_3166-2:FR","France","FR","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:754c59f5ae7ad224e74ebe98b2ec87b4","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:754c59f5ae7ad224e74ebe98b2ec87b4","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:754d8f31184fa9ad782eecc8794de981","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:754d8f31184fa9ad782eecc8794de981","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:754d8f31184fa9ad782eecc8794de981","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:754d8f31184fa9ad782eecc8794de981","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:75573c8f8487f58b4cc59900efed663d","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75573c8f8487f58b4cc59900efed663d","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75573c8f8487f58b4cc59900efed663d","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75573c8f8487f58b4cc59900efed663d","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:7563f50c021e46db165cb75eeac27b98","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:7563f50c021e46db165cb75eeac27b98","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:7563f50c021e46db165cb75eeac27b98","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:7563f50c021e46db165cb75eeac27b98","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:7576f965c1ac87089f3141ff5373aa6b","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:7576f965c1ac87089f3141ff5373aa6b","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:7576f965c1ac87089f3141ff5373aa6b","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:7576f965c1ac87089f3141ff5373aa6b","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:757f5f1b753676235073f09db6910c70","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:757f5f1b753676235073f09db6910c70","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:757f5f1b753676235073f09db6910c70","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:757f5f1b753676235073f09db6910c70","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:759a5f1c0b9b1d397a142d641b0611e2","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:759a5f1c0b9b1d397a142d641b0611e2","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:759a5f1c0b9b1d397a142d641b0611e2","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:759a5f1c0b9b1d397a142d641b0611e2","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:759b6a25c3f0efecf17014d3d2dfc9ae","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:759b6a25c3f0efecf17014d3d2dfc9ae","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:759b6a25c3f0efecf17014d3d2dfc9ae","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:759b6a25c3f0efecf17014d3d2dfc9ae","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75a66863ecd32d0de71a2d557b2566f9","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:75a66863ecd32d0de71a2d557b2566f9","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:75a66863ecd32d0de71a2d557b2566f9","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:75a66863ecd32d0de71a2d557b2566f9","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75acf0e997873cdf6d875945d58afb6f","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75acf0e997873cdf6d875945d58afb6f","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75acf0e997873cdf6d875945d58afb6f","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:75acf0e997873cdf6d875945d58afb6f","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:75af98055761500bd67dcb788683f774","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75af98055761500bd67dcb788683f774","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:75af98055761500bd67dcb788683f774","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75af98055761500bd67dcb788683f774","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75b819e73a6106c9e9bc146bda773399","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:75b819e73a6106c9e9bc146bda773399","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75b819e73a6106c9e9bc146bda773399","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:75b819e73a6106c9e9bc146bda773399","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:75bc354b965fb28f7c1b9c2283adfd66","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75bc354b965fb28f7c1b9c2283adfd66","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75bc354b965fb28f7c1b9c2283adfd66","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75bc354b965fb28f7c1b9c2283adfd66","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75bd955b082d48380dc705273ca08060","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:75bd955b082d48380dc705273ca08060","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75bd955b082d48380dc705273ca08060","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75bd955b082d48380dc705273ca08060","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75c1ea50cb2576e16336006d7647aacb","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75c1ea50cb2576e16336006d7647aacb","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:75c1ea50cb2576e16336006d7647aacb","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:75c1ea50cb2576e16336006d7647aacb","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75c320dbb8a07ac1f3124a81810b2c9e","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75c320dbb8a07ac1f3124a81810b2c9e","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75c320dbb8a07ac1f3124a81810b2c9e","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75c320dbb8a07ac1f3124a81810b2c9e","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75c487dce16f261421f8d334ee4fce4c","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:75c487dce16f261421f8d334ee4fce4c","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75c487dce16f261421f8d334ee4fce4c","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75c487dce16f261421f8d334ee4fce4c","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75ee8b47425ef4d0174fba97b2bd5b7d","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75ee8b47425ef4d0174fba97b2bd5b7d","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:75ee8b47425ef4d0174fba97b2bd5b7d","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75ee8b47425ef4d0174fba97b2bd5b7d","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:75f12f0096744efd7ab70c4da8bf5152","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:75f12f0096744efd7ab70c4da8bf5152","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75f12f0096744efd7ab70c4da8bf5152","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:75f12f0096744efd7ab70c4da8bf5152","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:75f251b2c9222b4feb1d7b344bd24525","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75f251b2c9222b4feb1d7b344bd24525","ISO_3166-2:FR","France","FR","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75f251b2c9222b4feb1d7b344bd24525","ISO_3166-2:BE","Belgium","BE","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75f251b2c9222b4feb1d7b344bd24525","ISO_3166-2:NL","The Netherlands","NL","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:75f474457ce3d812e4c06ef968cfaa7f","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:75f474457ce3d812e4c06ef968cfaa7f","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:75f474457ce3d812e4c06ef968cfaa7f","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:75f474457ce3d812e4c06ef968cfaa7f","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:7600b409268cb931cf1d3f4e39740815","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7600b409268cb931cf1d3f4e39740815","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7600b409268cb931cf1d3f4e39740815","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:7600b409268cb931cf1d3f4e39740815","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:761400e35aa27c79785efca3d1371a22","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:761400e35aa27c79785efca3d1371a22","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:761400e35aa27c79785efca3d1371a22","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:761400e35aa27c79785efca3d1371a22","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:761b6c2b4bcbac4891ee4646b1fee16d","WGSRPD:GRB","Great Britain","GB","present","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:761b6c2b4bcbac4891ee4646b1fee16d","ISO_3166-2:FR","France","FR","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:761b6c2b4bcbac4891ee4646b1fee16d","ISO_3166-2:BE","Belgium","BE","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:761b6c2b4bcbac4891ee4646b1fee16d","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced","data based solely on DAISIE portal"
"rinse-registry-checklist:taxon:761c26056d263267714cbbb34da86b14","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:761c26056d263267714cbbb34da86b14","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:761c26056d263267714cbbb34da86b14","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:761c26056d263267714cbbb34da86b14","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:761e2c8cc452c56fce742eb6ee215cfd","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:761e2c8cc452c56fce742eb6ee215cfd","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:761e2c8cc452c56fce742eb6ee215cfd","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:761e2c8cc452c56fce742eb6ee215cfd","ISO_3166-2:NL","The Netherlands","NL","present","introduced",
"rinse-registry-checklist:taxon:7622c9098d76c4af8c460400be861c74","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:7622c9098d76c4af8c460400be861c74","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:7622c9098d76c4af8c460400be861c74","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:7622c9098d76c4af8c460400be861c74","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:7631a8cca6739e6e10236bb88308ecb5","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:7631a8cca6739e6e10236bb88308ecb5","ISO_3166-2:FR","France","FR","doubtful","introduced",
"rinse-registry-checklist:taxon:7631a8cca6739e6e10236bb88308ecb5","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:7631a8cca6739e6e10236bb88308ecb5","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:7631d105fde17ed14cf0c1bdb937f3e1","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:7631d105fde17ed14cf0c1bdb937f3e1","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:7631d105fde17ed14cf0c1bdb937f3e1","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:7631d105fde17ed14cf0c1bdb937f3e1","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:76326dea7165e68837c95e1204787d10","WGSRPD:GRB","Great Britain","GB","present","introduced",
"rinse-registry-checklist:taxon:76326dea7165e68837c95e1204787d10","ISO_3166-2:FR","France","FR","present","native",
"rinse-registry-checklist:taxon:76326dea7165e68837c95e1204787d10","ISO_3166-2:BE","Belgium","BE","present","native",
"rinse-registry-checklist:taxon:76326dea7165e68837c95e1204787d10","ISO_3166-2:NL","The Netherlands","NL","present","native",
"rinse-registry-checklist:taxon:763a7668144fae53baa9682d097b4b3d","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:763a7668144fae53baa9682d097b4b3d","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:763a7668144fae53baa9682d097b4b3d","ISO_3166-2:BE","Belgium","BE","present","introduced",
"rinse-registry-checklist:taxon:763a7668144fae53baa9682d097b4b3d","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
"rinse-registry-checklist:taxon:763f067d7cdcfea2f30b50258636fed9","WGSRPD:GRB","Great Britain","GB","doubtful","introduced",
"rinse-registry-checklist:taxon:763f067d7cdcfea2f30b50258636fed9","ISO_3166-2:FR","France","FR","present","introduced",
"rinse-registry-checklist:taxon:763f067d7cdcfea2f30b50258636fed9","ISO_3166-2:BE","Belgium","BE","doubtful","introduced",
"rinse-registry-checklist:taxon:763f067d7cdcfea2f30b50258636fed9","ISO_3166-2:NL","The Netherlands","NL","doubtful","introduced",
